direction,setting,seed,tolerance_actual_cycles,dataset,from_stage,to_stage,boundary_cycle,boundary_actual_cycle,event_id,event_peak_cycle,event_peak_actual_cycle,peak_score,absolute_detection_delay,match_status,exp2_variant,source_exp2_variant,target_exp2_variant
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,25.0,37245.5,43129.34485896269,6.957256260888363,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,26.0,38460.5,44566.56050955414,2.76157494203357,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,27.0,38875.5,45057.461328480436,2.042563193747871,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,28.0,39325.5,45589.76342129208,12.662765874995216,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,29.0,40165.5,46583.39399454049,12.354781302132986,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,30.0,41505.5,48168.47133757962,165.5129975069411,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,31.0,43130.5,50090.67333939945,6.274182310637315,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,32.0,45340.5,52704.86806187443,2.1673254306004845,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3404,250.0,Exp1,1.0,2.0,7575.0,8000.0,1.0,7685.5,8130.479704797048,10.611806644684384,130.47970479704782,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3404,250.0,Exp1,2.0,3.0,21125.0,24000.0,2.0,21140.5,24018.466120625464,1.856744398576244,18.4661206254641,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3404,250.0,Exp1,3.0,4.0,27840.0,32000.0,,,,,,MISSED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3404,250.0,Exp1,4.0,5.0,34600.0,40000.0,3.0,34665.5,40077.47952684258,1.957011417737564,77.47952684258053,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3404,250.0,Exp1,,,,,4.0,41480.5,48138.89899909008,7.563131942731154,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,1.0,2.0,7575.0,8000.0,,,,,,MISSED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,2.0,3.0,21125.0,24000.0,21.0,21265.5,24167.386448250185,26.785110240524467,167.3864482501849,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,3.0,4.0,27840.0,32000.0,34.0,27950.5,32130.76923076923,45.84011510588459,130.7692307692305,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,4.0,5.0,34600.0,40000.0,,,,,,MISSED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,1.0,6095.5,6437.480789543174,3.596625757965356,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,2.0,8215.5,8756.309963099631,35.57833412499554,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,3.0,9865.5,10704.649446494464,15.150560768470308,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,4.0,10715.5,11708.339483394833,4.960297319015428,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,5.0,11065.5,12121.623616236162,15.118848409681863,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,6.0,12010.5,13237.49077490775,1.933874122554453,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,7.0,12955.5,14353.357933579337,2.333158961320053,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,8.0,13290.5,14748.929889298892,2.104009031920109,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,9.0,13710.5,15244.870848708488,4.3062543563317055,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,10.0,14410.5,16071.439114391145,16.436603524013783,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,11.0,15085.5,16868.48708487085,12.871402338378104,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,12.0,15545.5,17411.660516605167,5.068535655281633,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,13.0,15820.5,17736.38376383764,2.268208856038628,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,14.0,16065.5,18025.682656826568,2.835350044345734,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,15.0,16765.5,18852.250922509225,1.7443433374070654,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,16.0,17905.5,20198.37638376384,2.4130172020566256,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,17.0,18365.5,20741.549815498154,3.924924202740759,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,18.0,19690.5,22306.12546125461,7.783338237903408,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,19.0,20330.5,23061.845018450185,6.63562067840194,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,20.0,20795.5,23610.922509225093,3.9184477684749295,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,22.0,21765.5,24763.067758749068,9.183637324274024,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,23.0,22010.5,25054.95160089352,2.411771810094697,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,24.0,22460.5,25591.064780342516,8.035292661341376,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,25.0,22895.5,26109.307520476545,10.427267968771918,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,26.0,23435.5,26752.643335815337,11.336211726279323,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,27.0,24760.5,28331.19880863738,1.7714412587013106,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,28.0,25085.5,28718.391660461653,1.7926804806611003,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,29.0,25390.5,29081.75725986597,1.936792904611744,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,30.0,26100.5,29927.624720774387,2.653798655700991,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,31.0,26555.5,30469.69471332837,2.570964984616138,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,32.0,27115.5,31136.857781087117,1.5303405557134686,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,33.0,27715.5,31851.67535368578,1.8375180312828023,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,35.0,28360.5,32615.976331360947,24.32524533465724,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,36.0,31730.5,36604.14201183432,2.785048770211234,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,37.0,32810.5,37882.24852071006,3.827358952551551,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,38.0,33220.5,38367.45562130178,5.895756952157448,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,39.0,33635.5,38858.579881656806,3.592385876090144,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,40.0,33835.5,39095.26627218935,2.266682496087303,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,250.0,Exp1,,,,,41.0,41500.5,48162.55686988171,208.45669081335063,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3405,250.0,Exp1,1.0,2.0,7575.0,8000.0,1.0,7685.5,8130.479704797048,17.505619295232567,130.47970479704782,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3405,250.0,Exp1,2.0,3.0,21125.0,24000.0,,,,,,MISSED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3405,250.0,Exp1,3.0,4.0,27840.0,32000.0,3.0,27900.5,32071.597633136094,1.9355749552462795,71.59763313609437,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3405,250.0,Exp1,4.0,5.0,34600.0,40000.0,4.0,34620.5,40024.24931756142,4.031061076589288,24.249317561421776,MATCHED,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3405,250.0,Exp1,,,,,2.0,9195.5,9913.50553505535,3.607230938298122,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3405,250.0,Exp1,,,,,5.0,41425.5,48073.839854413105,8.983565429498398,,unmatched_candidate_event,Raw,Raw,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,1.0,2.0,7575.0,8000.0,2.0,7600.5,8030.110701107011,6.39479369660782,30.110701107010755,MATCHED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,2.0,3.0,21125.0,24000.0,8.0,21190.5,24078.034251675355,4.047107468192648,78.03425167535534,MATCHED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,3.0,4.0,27840.0,32000.0,9.0,27870.5,32036.094674556214,6.8862638593745595,36.09467455621416,MATCHED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,4.0,5.0,34600.0,40000.0,10.0,34690.5,40107.05186533212,13.26303109553117,107.05186533211963,MATCHED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,,,,,1.0,6240.5,6590.617177185107,3.817077795585887,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,,,,,3.0,7880.5,8360.738007380074,7.2952000944773285,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,,,,,4.0,8585.5,9193.210332103321,2.5013545731292646,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,,,,,5.0,9195.5,9913.50553505535,1.316569173021247,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,,,,,6.0,11115.5,12180.664206642066,1.1839571087163174,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,,,,,7.0,14415.5,16077.343173431735,1.2478562520372267,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,,,,,11.0,39315.5,45577.93448589627,2.1510588889417397,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,,,,,12.0,39960.5,46340.9008189263,2.0410250083295067,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,250.0,Exp1,,,,,13.0,41565.5,48239.4449499545,47.679845650738116,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3401,250.0,Exp1,1.0,2.0,7575.0,8000.0,,,,,,MISSED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3401,250.0,Exp1,2.0,3.0,21125.0,24000.0,1.0,21155.5,24036.33655994043,1.1080244150059264,36.33655994043147,MATCHED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3401,250.0,Exp1,3.0,4.0,27840.0,32000.0,2.0,27945.5,32124.852071005917,1.6431431057499508,124.85207100591651,MATCHED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3401,250.0,Exp1,4.0,5.0,34600.0,40000.0,,,,,,MISSED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3401,250.0,Exp1,,,,,3.0,41480.5,48138.89899909008,1.3133954539354906,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,1.0,2.0,7575.0,8000.0,2.0,7605.5,8036.014760147602,4.2092600486111795,36.01476014760192,MATCHED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,2.0,3.0,21125.0,24000.0,9.0,21275.5,24179.300074460163,5.862163780102714,179.30007446016316,MATCHED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,3.0,4.0,27840.0,32000.0,13.0,27955.5,32136.686390532544,11.162128824411697,136.68639053254446,MATCHED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,4.0,5.0,34600.0,40000.0,,,,,,MISSED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,1.0,6240.5,6590.617177185107,4.228038390627578,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,3.0,8195.5,8732.69372693727,8.277416874525487,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,4.0,9870.5,10710.553505535056,2.294188438679877,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,5.0,11350.5,12458.154981549815,3.0095731992949863,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,6.0,14495.5,16171.80811808118,2.263712335060756,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,7.0,14800.5,16531.955719557198,2.0140635546673833,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,8.0,15090.5,16874.391143911438,0.9403566440530436,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,10.0,22895.5,26109.307520476545,0.8200560212030072,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,11.0,23440.5,26758.600148920326,1.0588127635167413,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,12.0,23685.5,27050.48399106478,1.0761250551756827,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,14.0,28420.5,32686.98224852071,8.336548915261536,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,15.0,34865.5,40314.05823475887,18.775075867067212,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,16.0,37290.5,43182.57506824386,1.98633252443289,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,17.0,39390.5,45666.651501364875,4.142301020417036,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,18.0,40235.5,46666.19654231119,5.1527973312952495,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,19.0,41540.5,48209.87261146497,60.9059654378216,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,250.0,Exp1,,,,,20.0,43835.5,50924.61328480436,1.9905313281205506,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3402,250.0,Exp1,1.0,2.0,7575.0,8000.0,,,,,,MISSED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3402,250.0,Exp1,2.0,3.0,21125.0,24000.0,,,,,,MISSED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3402,250.0,Exp1,3.0,4.0,27840.0,32000.0,1.0,27945.5,32124.852071005917,0.8373205569849026,124.85207100591651,MATCHED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3402,250.0,Exp1,4.0,5.0,34600.0,40000.0,,,,,,MISSED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,1.0,2.0,7575.0,8000.0,2.0,7730.5,8183.616236162362,4.789940547957482,183.61623616236193,MATCHED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,2.0,3.0,21125.0,24000.0,5.0,21215.5,24107.818317200297,1.3026269774526376,107.81831720029732,MATCHED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,3.0,4.0,27840.0,32000.0,7.0,27950.5,32130.76923076923,5.450685755152962,130.7692307692305,MATCHED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,4.0,5.0,34600.0,40000.0,,,,,,MISSED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,1.0,6225.5,6574.775481911804,3.508865574205463,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,3.0,9195.5,9913.50553505535,1.6961586703315636,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,4.0,15080.5,16862.58302583026,0.892065062275609,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,6.0,23875.5,27276.842889054355,1.1421447814651449,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,8.0,28455.5,32728.402366863906,2.3705090502121857,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,9.0,34900.5,40355.45950864422,9.438380950990332,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,10.0,37265.5,43153.00272975432,1.2819938924318552,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,11.0,39310.5,45572.02001819836,3.4769505525205733,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,12.0,40140.5,46553.82165605095,3.163932266990522,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,13.0,41615.5,48298.58962693358,24.018484810440327,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,250.0,Exp1,,,,,14.0,43930.5,51036.9881710646,1.379823082044729,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3403,250.0,Exp1,1.0,2.0,7575.0,8000.0,,,,,,MISSED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3403,250.0,Exp1,2.0,3.0,21125.0,24000.0,1.0,21215.5,24107.818317200297,0.8893332910017805,107.81831720029732,MATCHED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3403,250.0,Exp1,3.0,4.0,27840.0,32000.0,2.0,27930.5,32107.100591715975,1.2966186580717949,107.10059171597459,MATCHED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3403,250.0,Exp1,4.0,5.0,34600.0,40000.0,,,,,,MISSED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,1.0,2.0,7575.0,8000.0,,,,,,MISSED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,2.0,3.0,21125.0,24000.0,13.0,21265.5,24167.386448250185,20.73444467241658,167.3864482501849,MATCHED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,3.0,4.0,27840.0,32000.0,17.0,27955.5,32136.686390532544,35.79534273749543,136.68639053254446,MATCHED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,4.0,5.0,34600.0,40000.0,,,,,,MISSED,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,1.0,6105.5,6448.041919725376,5.671819993700976,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,2.0,8180.5,8714.981549815499,22.140198312928664,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,3.0,9860.5,10698.745387453875,8.087093426388288,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,4.0,10730.5,11726.051660516605,2.3995952150127056,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,5.0,11185.5,12263.321033210332,12.99258351412573,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,6.0,13700.5,15233.062730627305,1.4475776013340078,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,7.0,14410.5,16071.439114391145,12.458982557173886,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,8.0,15100.5,16886.19926199262,8.420518394534291,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,9.0,15545.5,17411.660516605167,2.236905091561437,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,10.0,19690.5,22306.12546125461,3.1112490990127055,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,11.0,20005.5,22678.08118081181,2.0728428734877182,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,12.0,20325.5,23055.940959409592,1.9270737364967327,,unmatched_candidate_event,Median5,Median5,Raw
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,250.0,Exp1,,,,,14.0,21770.5,24769.024571854057,4.883362751832121,,unmatched_candidate_event,Median5,Median5,Raw
