window_index,event_type,reason,state,freeze_until_window,details,direction_id,source_dataset,target_dataset,model
5256,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5356,"{""TES_clean"": 3.3214496397454294}",Exp2_to_Exp1,Exp2,Exp1,R5
5283,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5383,"{""TES_clean"": 4.904350759580626}",Exp2_to_Exp1,Exp2,Exp1,R5
5324,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5424,"{""TES_clean"": 3.405084046438648}",Exp2_to_Exp1,Exp2,Exp1,R5
5363,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5463,"{""TES_clean"": 5.492385854940341}",Exp2_to_Exp1,Exp2,Exp1,R5
5383,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5483,"{""TES_clean"": 10.255906806451135}",Exp2_to_Exp1,Exp2,Exp1,R5
5400,CHECKPOINT,periodic,RESTART_GUARD,5483,{},Exp2_to_Exp1,Exp2,Exp1,R5
5429,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5529,"{""TES_clean"": 3.26531056843862}",Exp2_to_Exp1,Exp2,Exp1,R5
5483,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5583,"{""TES_clean"": 4.130388293030139}",Exp2_to_Exp1,Exp2,Exp1,R5
5523,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5623,"{""TES_clean"": 4.094817295048997}",Exp2_to_Exp1,Exp2,Exp1,R5
5549,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5649,"{""TES_clean"": 8.244750853618498}",Exp2_to_Exp1,Exp2,Exp1,R5
5591,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,5691,"{""RS50"": 0.0652455300001857}",Exp2_to_Exp1,Exp2,Exp1,R5
5600,CHECKPOINT,periodic,RESTART_GUARD,5691,{},Exp2_to_Exp1,Exp2,Exp1,R5
5618,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,5718,"{""RS50"": 0.08875940146798142}",Exp2_to_Exp1,Exp2,Exp1,R5
5638,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,5738,"{""RS50"": 0.08176036578095515}",Exp2_to_Exp1,Exp2,Exp1,R5
5658,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5758,"{""TES_clean"": 3.5060640883881704}",Exp2_to_Exp1,Exp2,Exp1,R5
5679,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5779,"{""TES_clean"": 3.9486796189620064}",Exp2_to_Exp1,Exp2,Exp1,R5
5747,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5847,"{""TES_clean"": 3.20783541600712}",Exp2_to_Exp1,Exp2,Exp1,R5
5800,CHECKPOINT,periodic,RESTART_GUARD,5847,{},Exp2_to_Exp1,Exp2,Exp1,R5
5818,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5918,"{""TES_clean"": 8.976600927224998}",Exp2_to_Exp1,Exp2,Exp1,R5
5843,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5943,"{""TES_clean"": 4.841963666930248}",Exp2_to_Exp1,Exp2,Exp1,R5
5863,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,5963,"{""RS50"": 0.005398967500138988}",Exp2_to_Exp1,Exp2,Exp1,R5
5895,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,5995,"{""TES_clean"": 5.074791067978749}",Exp2_to_Exp1,Exp2,Exp1,R5
5918,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6018,"{""TES_clean"": 3.419862731686921}",Exp2_to_Exp1,Exp2,Exp1,R5
5941,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6041,"{""TES_clean"": 3.0355889693841647}",Exp2_to_Exp1,Exp2,Exp1,R5
5962,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6062,"{""TES_clean"": 3.291652301989297}",Exp2_to_Exp1,Exp2,Exp1,R5
5984,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6084,"{""TES_clean"": 3.8601873612726907}",Exp2_to_Exp1,Exp2,Exp1,R5
6000,CHECKPOINT,periodic,RESTART_GUARD,6084,{},Exp2_to_Exp1,Exp2,Exp1,R5
6026,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6126,"{""TES_clean"": 4.437529399981158}",Exp2_to_Exp1,Exp2,Exp1,R5
6055,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6155,"{""TES_clean"": 3.2851718687719402}",Exp2_to_Exp1,Exp2,Exp1,R5
6076,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6176,"{""TES_clean"": 3.0745074686850096}",Exp2_to_Exp1,Exp2,Exp1,R5
6119,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6219,"{""TES_clean"": 3.0086684776120296}",Exp2_to_Exp1,Exp2,Exp1,R5
6140,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6240,"{""TES_clean"": 3.264695499486715}",Exp2_to_Exp1,Exp2,Exp1,R5
6160,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6260,"{""TES_clean"": 3.3800068786820683}",Exp2_to_Exp1,Exp2,Exp1,R5
6180,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6280,"{""TES_clean"": 4.1313477884470515}",Exp2_to_Exp1,Exp2,Exp1,R5
6200,CHECKPOINT,periodic,RESTART_GUARD,6280,{},Exp2_to_Exp1,Exp2,Exp1,R5
6231,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6331,"{""TES_clean"": 3.2470273146394732}",Exp2_to_Exp1,Exp2,Exp1,R5
6251,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6351,"{""TES_clean"": 3.7269512581331457}",Exp2_to_Exp1,Exp2,Exp1,R5
6320,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6420,"{""TES_clean"": 4.219923521913554}",Exp2_to_Exp1,Exp2,Exp1,R5
6388,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6488,"{""TES_clean"": 5.062928225731942}",Exp2_to_Exp1,Exp2,Exp1,R5
6400,CHECKPOINT,periodic,RESTART_GUARD,6488,{},Exp2_to_Exp1,Exp2,Exp1,R5
6418,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6518,"{""TES_clean"": 3.9625668280795554}",Exp2_to_Exp1,Exp2,Exp1,R5
6478,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6578,"{""TES_clean"": 3.4317642638028305}",Exp2_to_Exp1,Exp2,Exp1,R5
6518,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6618,"{""TES_clean"": 4.985901433483142}",Exp2_to_Exp1,Exp2,Exp1,R5
6555,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6655,"{""TES_clean"": 3.109062643710779}",Exp2_to_Exp1,Exp2,Exp1,R5
6587,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,6687,"{""RS50"": 0.005083207655309539}",Exp2_to_Exp1,Exp2,Exp1,R5
6600,CHECKPOINT,periodic,RESTART_GUARD,6687,{},Exp2_to_Exp1,Exp2,Exp1,R5
6632,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6732,"{""TES_clean"": 4.984601648370524}",Exp2_to_Exp1,Exp2,Exp1,R5
6652,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6752,"{""TES_clean"": 6.270043534130262}",Exp2_to_Exp1,Exp2,Exp1,R5
6672,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,6772,"{""RS50"": 0.0076416072820748235}",Exp2_to_Exp1,Exp2,Exp1,R5
6692,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,6792,"{""RS50"": 0.007250411329010927}",Exp2_to_Exp1,Exp2,Exp1,R5
6729,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6829,"{""TES_clean"": 3.6622098769823954}",Exp2_to_Exp1,Exp2,Exp1,R5
6754,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6854,"{""TES_clean"": 3.462693887546713}",Exp2_to_Exp1,Exp2,Exp1,R5
6800,CHECKPOINT,periodic,RESTART_GUARD,6854,{},Exp2_to_Exp1,Exp2,Exp1,R5
6818,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,6918,"{""RS50"": 0.007364953440675168}",Exp2_to_Exp1,Exp2,Exp1,R5
6838,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,6938,"{""RS50"": 0.0140574258834981}",Exp2_to_Exp1,Exp2,Exp1,R5
6858,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6958,"{""TES_clean"": 12.305031457400158}",Exp2_to_Exp1,Exp2,Exp1,R5
6878,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,6978,"{""TES_clean"": 25.242235119199464}",Exp2_to_Exp1,Exp2,Exp1,R5
6918,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7018,"{""TES_clean"": 61.36082571650202}",Exp2_to_Exp1,Exp2,Exp1,R5
6938,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7038,"{""TES_clean"": 123.10391222972274}",Exp2_to_Exp1,Exp2,Exp1,R5
6958,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7058,"{""TES_clean"": 14.105028396063055}",Exp2_to_Exp1,Exp2,Exp1,R5
6980,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7080,"{""TES_clean"": 4.2608250743432565}",Exp2_to_Exp1,Exp2,Exp1,R5
7000,CHECKPOINT,periodic,RESTART_GUARD,7080,{},Exp2_to_Exp1,Exp2,Exp1,R5
7028,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7128,"{""TES_clean"": 10.786814063289016}",Exp2_to_Exp1,Exp2,Exp1,R5
7062,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7162,"{""TES_clean"": 3.3879726794273997}",Exp2_to_Exp1,Exp2,Exp1,R5
7118,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7218,"{""TES_clean"": 5.440937044405783}",Exp2_to_Exp1,Exp2,Exp1,R5
7138,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7238,"{""TES_clean"": 5.594146379626631}",Exp2_to_Exp1,Exp2,Exp1,R5
7158,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7258,"{""TES_clean"": 5.090753277985053}",Exp2_to_Exp1,Exp2,Exp1,R5
7190,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7290,"{""TES_clean"": 3.784985524979447}",Exp2_to_Exp1,Exp2,Exp1,R5
7200,CHECKPOINT,periodic,RESTART_GUARD,7290,{},Exp2_to_Exp1,Exp2,Exp1,R5
7218,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,7318,"{""RS50"": 0.005084322223029871}",Exp2_to_Exp1,Exp2,Exp1,R5
7238,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7338,"{""TES_clean"": 11.458555586348915}",Exp2_to_Exp1,Exp2,Exp1,R5
7258,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7358,"{""TES_clean"": 11.560670555059302}",Exp2_to_Exp1,Exp2,Exp1,R5
7283,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7383,"{""TES_clean"": 3.46962490040672}",Exp2_to_Exp1,Exp2,Exp1,R5
7319,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7419,"{""TES_clean"": 3.1233040249099044}",Exp2_to_Exp1,Exp2,Exp1,R5
7354,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7454,"{""TES_clean"": 3.4728187182843193}",Exp2_to_Exp1,Exp2,Exp1,R5
7374,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7474,"{""TES_clean"": 3.3593533693006297}",Exp2_to_Exp1,Exp2,Exp1,R5
7400,CHECKPOINT,periodic,RESTART_GUARD,7474,{},Exp2_to_Exp1,Exp2,Exp1,R5
7429,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7529,"{""TES_clean"": 4.322573806480101}",Exp2_to_Exp1,Exp2,Exp1,R5
7455,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7555,"{""TES_clean"": 8.0459889128995}",Exp2_to_Exp1,Exp2,Exp1,R5
7475,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7575,"{""TES_clean"": 4.247131717995777}",Exp2_to_Exp1,Exp2,Exp1,R5
7518,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7618,"{""TES_clean"": 5.605550260717922}",Exp2_to_Exp1,Exp2,Exp1,R5
7539,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7639,"{""TES_clean"": 4.412069277423456}",Exp2_to_Exp1,Exp2,Exp1,R5
7565,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7665,"{""TES_clean"": 4.692307030610569}",Exp2_to_Exp1,Exp2,Exp1,R5
7600,CHECKPOINT,periodic,RESTART_GUARD,7665,{},Exp2_to_Exp1,Exp2,Exp1,R5
7621,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7721,"{""TES_clean"": 5.429037293860708}",Exp2_to_Exp1,Exp2,Exp1,R5
7641,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7741,"{""TES_clean"": 7.290550447670354}",Exp2_to_Exp1,Exp2,Exp1,R5
7682,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7782,"{""TES_clean"": 3.158366234270548}",Exp2_to_Exp1,Exp2,Exp1,R5
7718,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7818,"{""TES_clean"": 14.748692279199826}",Exp2_to_Exp1,Exp2,Exp1,R5
7768,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7868,"{""TES_clean"": 3.366323563367839}",Exp2_to_Exp1,Exp2,Exp1,R5
7788,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7888,"{""TES_clean"": 9.082736776997033}",Exp2_to_Exp1,Exp2,Exp1,R5
7800,CHECKPOINT,periodic,RESTART_GUARD,7888,{},Exp2_to_Exp1,Exp2,Exp1,R5
7818,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7918,"{""TES_clean"": 53.643239941932684}",Exp2_to_Exp1,Exp2,Exp1,R5
7838,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,7938,"{""TES_clean"": 92.01891761322723}",Exp2_to_Exp1,Exp2,Exp1,R5
8000,CHECKPOINT,periodic,RESTART_GUARD,7938,{},Exp2_to_Exp1,Exp2,Exp1,R5
8054,ENTER_STATE,TES_EVENT,FROZEN_EVENT,8154,"{""TES_clean"": 3.9569257429840787}",Exp2_to_Exp1,Exp2,Exp1,R5
8077,EXTEND_FREEZE,TES_EVENT,FROZEN_EVENT,8177,"{""TES_clean"": 3.0157644673045043}",Exp2_to_Exp1,Exp2,Exp1,R5
8129,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8229,"{""TES_clean"": 4.952412408291135}",Exp2_to_Exp1,Exp2,Exp1,R5
8149,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8249,"{""TES_clean"": 4.810059205140475}",Exp2_to_Exp1,Exp2,Exp1,R5
8200,CHECKPOINT,periodic,RESTART_GUARD,8249,{},Exp2_to_Exp1,Exp2,Exp1,R5
8218,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8318,"{""TES_clean"": 9.382822950823169}",Exp2_to_Exp1,Exp2,Exp1,R5
8251,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8351,"{""TES_clean"": 3.1253898009182293}",Exp2_to_Exp1,Exp2,Exp1,R5
8271,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8371,"{""TES_clean"": 29.16449821007807}",Exp2_to_Exp1,Exp2,Exp1,R5
8291,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8391,"{""TES_clean"": 267.85761962701827}",Exp2_to_Exp1,Exp2,Exp1,R5
8318,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,8418,"{""RS50"": 0.07414961193900299}",Exp2_to_Exp1,Exp2,Exp1,R5
8338,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8438,"{""TES_clean"": 29.57134750188566}",Exp2_to_Exp1,Exp2,Exp1,R5
8358,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8458,"{""TES_clean"": 13.3360396368961}",Exp2_to_Exp1,Exp2,Exp1,R5
8378,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8478,"{""TES_clean"": 8.349052692263431}",Exp2_to_Exp1,Exp2,Exp1,R5
8400,CHECKPOINT,periodic,RESTART_GUARD,8478,{},Exp2_to_Exp1,Exp2,Exp1,R5
8418,EXTEND_FREEZE,SUSTAINED_RS,RESTART_GUARD,8518,"{""RS50"": 0.006596330703855986}",Exp2_to_Exp1,Exp2,Exp1,R5
8438,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8538,"{""TES_clean"": 4.640406663807365}",Exp2_to_Exp1,Exp2,Exp1,R5
8458,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8558,"{""TES_clean"": 4.230112532859813}",Exp2_to_Exp1,Exp2,Exp1,R5
8485,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8585,"{""TES_clean"": 14.275469689326163}",Exp2_to_Exp1,Exp2,Exp1,R5
8567,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8667,"{""TES_clean"": 4.399095993841125}",Exp2_to_Exp1,Exp2,Exp1,R5
8594,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8694,"{""TES_clean"": 4.864450954896933}",Exp2_to_Exp1,Exp2,Exp1,R5
8600,CHECKPOINT,periodic,RESTART_GUARD,8694,{},Exp2_to_Exp1,Exp2,Exp1,R5
8631,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8731,"{""TES_clean"": 6.170001129566458}",Exp2_to_Exp1,Exp2,Exp1,R5
8651,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8751,"{""TES_clean"": 5.34177462448557}",Exp2_to_Exp1,Exp2,Exp1,R5
8671,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8771,"{""TES_clean"": 16.19902086549794}",Exp2_to_Exp1,Exp2,Exp1,R5
8719,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8819,"{""TES_clean"": 5.076051298189908}",Exp2_to_Exp1,Exp2,Exp1,R5
8745,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8845,"{""TES_clean"": 10.062611623884147}",Exp2_to_Exp1,Exp2,Exp1,R5
8767,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8867,"{""TES_clean"": 4.4520834144804065}",Exp2_to_Exp1,Exp2,Exp1,R5
8791,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8891,"{""TES_clean"": 4.4934327564231396}",Exp2_to_Exp1,Exp2,Exp1,R5
8800,CHECKPOINT,periodic,RESTART_GUARD,8891,{},Exp2_to_Exp1,Exp2,Exp1,R5
8832,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8932,"{""TES_clean"": 3.8383912753258658}",Exp2_to_Exp1,Exp2,Exp1,R5
8852,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8952,"{""TES_clean"": 11.240149594680279}",Exp2_to_Exp1,Exp2,Exp1,R5
8873,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8973,"{""TES_clean"": 4.329408159427073}",Exp2_to_Exp1,Exp2,Exp1,R5
8893,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,8993,"{""TES_clean"": 6.226237629823831}",Exp2_to_Exp1,Exp2,Exp1,R5
8920,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,9020,"{""TES_clean"": 3.820015171012395}",Exp2_to_Exp1,Exp2,Exp1,R5
8961,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,9061,"{""TES_clean"": 11.368511073760082}",Exp2_to_Exp1,Exp2,Exp1,R5
8981,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,9081,"{""TES_clean"": 12.525255455787963}",Exp2_to_Exp1,Exp2,Exp1,R5
9000,CHECKPOINT,periodic,RESTART_GUARD,9081,{},Exp2_to_Exp1,Exp2,Exp1,R5
9020,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,9120,"{""TES_clean"": 3.7490630453423472}",Exp2_to_Exp1,Exp2,Exp1,R5
9093,EXTEND_FREEZE,TES_EVENT,RESTART_GUARD,9193,"{""TES_clean"": 21.13039796235153}",Exp2_to_Exp1,Exp2,Exp1,R5
